dataset_id,source_db,accession,dataset_title,url,linked_accessions,linked_publications,publication_title,doi,pmid,pmcid,paper_verified,country,study_design,n_total,n_asd,n_control,n_other,body_site,body_site_raw,assay_type,assay_type_raw,target_region,sequencing_platform,library_layout,intervention_flag,intervention_type,longitudinal_flag,timepoints,biosample_metadata_available,raw_data_public,release_class,notes,release_version,release_status,record_status,publication_link_status,candidate_publication_title,candidate_doi,candidate_pmid,candidate_pmcid,participant_count_scope,article_count_status,article_n_total,article_n_asd,article_n_control,article_n_other,recruited_count_status,recruited_n_total,recruited_n_asd,recruited_n_control,recruited_n_other,public_count_status,public_n_total,public_n_asd,public_n_control,public_n_other,n_mothers,n_siblings,n_donors,n_other_diagnosis,all_human_hosts_n,public_biosample_count,public_run_count,raw_data_granularity,participant_resolved_raw_data,participant_resolution_source,downloadable_asd_control_pair,repeated_sampling,repeated_assay,specimen_type,anatomical_site,assay_layers,archive_library_strategy,archive_metadata_conflict,canonical_dataset_id,dataset_role,participant_overlap,count_as_independent_dataset,count_in_unique_participant_total,unique_asd_contribution,unique_control_contribution,unique_asd_control_contribution,participant_count_basis,mapping_status,correction_issue_ids,curator_evidence
SCR00093,BioProject,PRJNA1393140,Gut microbiota and its association with gastrointestinal symptoms and pharmacological treatments in a sibling-matched cohort with autism spectrum disorder in Uruguay,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1393140,,Penalba et al. 2026,Gut microbiota and its association with gastrointestinal symptoms and pharmacological treatments in a sibling-matched cohort with autism spectrum disorder,10.3389/frmbi.2026.1777385,41952964,PMC13055624,yes,Uruguay,cross_sectional,58,29,29,,stool,,16S,,,Oxford Nanopore GridION,,no,,no,,yes,yes,standard,"BioProject title and description exactly match the published Uruguay sibling-matched cohort with 29 children with ASD and 29 neurotypical siblings living in the same household. This accession is a later public release of the same study and currently exposes 58 human gut metagenome runs on OXFORD_NANOPORE / GridION, aligning with the article's full-length 16S rRNA V1-V9 stool design. PubMed links are not embedded on the BioProject page, so the linked publication was assigned by exact title match and identical cohort description across the BioProject and primary article. | Treat as one study/cohort for manuscript counts. Direct repository cross-link was not found.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,58,29,29,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00093,primary,complete_with_alternate_release,yes,yes,29,29,58,release_n_total,strong_inference_from_primary_metadata,,"PRJNA1327885 and PRJNA1393140 share the same PMID/DOI, institution, country, 29/29 sibling cohort, full-length 16S assay, body site, and platform. PRJNA1393140 is the later accession and exposes the complete 58-run cohort."
SCR00100,BioProject,PRJNA168470,Human Intestinal Microbial Ecology and its Relationship to Autism,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168470,,Kang et al. 2013,Reduced incidence of Prevotella and other fermenters in intestinal microflora of autistic children,10.1371/journal.pone.0068322,23844187,PMC3700858,yes,United States,case_control,39,19,20,,stool,,16S,,,454 GS FLX Titanium,,no,,no,,yes,yes,standard,"Primary article recruited 20 neurotypical and 20 autistic children in a United States study run through Arizona State University and sequenced fecal DNA using 16S rRNA V2-V3 pyrosequencing. The paper states that one autistic outlier with very low sequence count and diversity was removed before downstream microbiome analyses; figures and heatmaps therefore reflect 39 analyzed subjects (A01-A19 and N01-N20), while the public accession still contains 40 runs including A-excl. n_asd and n_control were recorded from the analyzed dataset. Repository metadata confirm a stool amplicon dataset on 454 GS FLX Titanium, although one control run (N11) is anomalously labeled METATRANSCRIPTOMIC in LibrarySource. | PRJNA533120 re-sequences this cohort and a separate Kang metabolite cohort; it is not evidence that PRJNA168470 overlaps the MTT cohort.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,39,19,20,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00100,primary,no_documented_overlap_with_later_mtt_cohort,yes,yes,19,20,39,analyzed_asd_control_cohort,strong_independence_inference_from_primary_metadata,,PRJNA168470 contains the Kang 2013 A01-A19 and N01-N20 analyzed cohort. The later MTT repository uses different B-series subject identifiers and a later recruitment period; neither paper nor repository metadata document participant reuse between these cohorts.
SCR00103,BioProject,PRJNA282013,Autism Gut targeted loci,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282013,SRP057700,Son et al. 2015,Comparison of Fecal Microbiota in Children with Autism Spectrum Disorders and Neurotypical Siblings in the Simons Simplex Collection,10.1371/journal.pone.0137725,26427004,PMC4591364,yes,United States,case_control,103,59,44,,stool,,16S,,,Illumina MiSeq,,no,,no,,yes,yes,standard,"BioProject metadata directly link to the primary PLOS ONE article comparing fecal microbiota in children with ASD and their neurotypical siblings from the Simons Simplex Collection in the United States. The article reports 59 ASD children and 44 neurotypical siblings, and repository sample aliases encode affected and unaffected sibling status within simplex families. Stool-based 16S rRNA sequencing of the V1-V2 and V1-V3 regions was performed on Illumina MiSeq. The public accession currently exposes 103 sample/run records, which matches the participant-level total reported in the article.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,103,59,44,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00103,primary,no_overlap_detected_after_biosample_audit,yes,yes,59,44,103,article_and_ena_59_asd_44_sibling_controls,confirmed_from_article_and_complete_repository,,"The article and ENA release concordantly contain 103 children: 59 ASD probands and 44 neurotypical siblings, represented by 103 unique paired MiSeq records."
SCR00106,BioProject,PRJNA355023,Gut microbial dysbiosis in Indian children with Autistic spectrum disorders,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA355023,,Pulikkan et al. 2018,Gut Microbial Dysbiosis in Indian Children with Autism Spectrum Disorders,10.1007/s00248-018-1176-2,29564487,,yes,India,case_control,54,30,24,,stool,,16S,,,NextSeq 500,,no,,no,,yes,yes,standard,"Primary article compares fecal microbiota in 30 Indian children with ASD and 24 family-matched healthy children. BioProject metadata describe the same Indian ASD gut dysbiosis cohort, and public run metadata confirm paired-end amplicon sequencing on Illumina NextSeq 500. The article identifies the assay as 16S rRNA gene amplicon sequencing, and the current accession exposes 54 runs, consistent with the 30 ASD plus 24 control participants reported in the paper. | Use SCR00106 as the canonical raw-sequence record.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,54,30,24,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00106,primary,complete_with_repository_mirror,yes,yes,30,24,54,release_n_total,confirmed_from_curated_evidence,,"SCR00206 explicitly links to PRJNA355023; both records share PMID 29564487, cohort counts 30 ASD/24 control, country, assay, body site, and platform."
SCR00109,BioProject,PRJNA362687,Oral microbial changes in ASD children,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA362687,SRP097646,Qiao et al. 2018,Alterations of oral microbiota distinguish children with autism spectrum disorders from healthy controls,10.1038/s41598-018-19982-y,29371629,PMC5785483,yes,China,case_control,59,32,27,,oral,,16S,,,Illumina MiSeq,,no,,no,,yes,yes,standard,"The primary Scientific Reports article describes an oral microbiome case-control study in Shanghai, China, including 32 children with ASD and 27 age- and gender-matched healthy controls. The study collected two oral habitats per participant, saliva and dental plaque, generating 111 oral samples in total; participant counts rather than sample counts were recorded in n_asd and n_control. Public run metadata confirm paired-end Illumina MiSeq amplicon sequencing of the V3-V4 region, and sample aliases/descriptions distinguish ASD and healthy oral specimens, but repository country fields are missing, so country was taken from the primary article. | Count 59 participants once; expose saliva and plaque separately.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,verified,59,32,27,,not_curated,,,,,verified_group_counts,59,32,27,,,,,,,111,111,participant_resolved_with_multisite_samples,yes,biosample,yes,yes,no,oral_sample,saliva; dental_plaque,16S,,,SCR00109,primary,within_accession_saliva_and_plaque_samples,yes,yes,32,27,59,article_59_participants_111_oral_samples,confirmed_participant_level_multisite_count,RC030,"The study contains 32 ASD and 27 controls. ENA exposes 111 oral records because saliva and dental-plaque samples were collected from overlapping participant subsets. Similar H-number aliases in the Italian PRJNA518756 project have different BioSamples, countries, read counts, and FASTQ checksums and are not duplicated data."
SCR00113,BioProject,PRJNA451479,Metagenomic sequencing of gut microbiota associated with autism spectrum disorders patients,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA451479,,Dan et al. 2020,Altered gut microbial profile is associated with abnormal metabolism activity of Autism Spectrum Disorder,10.1080/19490976.2020.1747329,32312186,PMC7524265,yes,China,case_control,60,30,30,,stool,,metagenome,,,HiSeq X Ten,,no,,no,,yes,yes,standard,"BioProject and GEO series GSE113540 describe a fecal shotgun metagenomic case-control dataset from China with 30 ASD children and 30 healthy controls. The linked primary paper first profiled a larger 16S cohort of 143 children, then selected 30 constipation-associated ASD cases and 30 age-matched typically developing controls for metagenomic sequencing; these 60 fecal samples correspond to PRJNA451479. Public run metadata confirm paired-end Illumina HiSeq X Ten sequencing of feces metagenome samples, although LibraryStrategy is generically labeled OTHER in SRA. A second PubMed-linked paper (PMID 33412999) reuses part of this cohort for host genetic integration, but the accession description and sample count align most directly with Dan et al. 2020. | Count as a distinct sequencing dataset, but not as additional unique participants.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,60,30,30,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,metagenome,,,SCR00113,modality_subset,partial_subset,yes,no,0,0,0,subset_not_counted,confirmed_from_curated_evidence,,The primary article reports that the 30 ASD/30 control shotgun dataset was selected from the larger 143/143 study cohort.
SCR00114,BioProject,PRJNA453621,Gut microbiota analysis associated with autism spectrum disorders [16S rRNA],https://www.ncbi.nlm.nih.gov/bioproject/PRJNA453621,,Dan et al. 2020,Altered gut microbial profile is associated with abnormal metabolism activity of Autism Spectrum Disorder,10.1080/19490976.2020.1747329,32312186,PMC7524265,yes,China,case_control,286,143,143,,stool,,16S,,,Illumina HiSeq 2500,,no,,no,,yes,yes,standard,"BioProject PRJNA453621 and GEO GSE113690 correspond to the 16S rRNA branch of the Chinese ASD gut microbiome cohort described in Dan et al. 2020. GEO and BioProject explicitly report 143 ASD patients and 143 healthy controls with fecal samples, and the linked paper confirms these counts in participant characteristics. Public SRA/GEO metadata confirm single-end/single-library 16S amplicon sequencing on Illumina HiSeq 2500, although SRA labels LibraryStrategy generically as OTHER rather than 16S/AMPLICON. This accession is the larger 16S dataset, whereas the same paper also contains a smaller 60-sample shotgun subset deposited separately as PRJNA451479. | Use the 16S cohort once for participant-level counting.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,286,143,143,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00114,primary,contains_modality_subset_and_mirror,yes,yes,143,143,286,release_n_total,confirmed_from_curated_evidence,,"PRJNA453621 is the 286-participant 16S dataset. Qiita 13631 is its repository mirror, and PRJNA451479 is a 30/30 shotgun subset selected from the larger study cohort."
SCR00116,BioProject,PRJNA453894,Bacteria Raw sequence reads,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA453894,SRP144126; OEP000294,Li et al. 2019,Correlation of Gut Microbiome Between ASD Children and Mothers and Potential Biomarkers for Risk Assessment,10.1016/j.gpb.2019.01.002,31026579,PMC6520911,yes,China,case_control,178,59,30,89,stool,,16S,,,Illumina HiSeq 2500,,no,,no,,yes,yes,standard,"Primary article studies stool 16S profiles in four groups from China: ASD children, mothers of ASD children, healthy children, and mothers of healthy children. PubMed and the full article specify 59 mother-child pairs of ASD children and 30 matched mother-child pairs of healthy children, so n_asd and n_control were recorded at the child level and n_other was used for the 89 mothers. The article explicitly states that sequencing data were deposited under PRJNA453894 and were generated on an Illumina HiSeq sequencer. Public repository metadata currently expose only two pooled HiSeq 2500 amplicon runs on a single BioSample representing the four groups, so participant counts were taken from the primary article rather than from run count. | Count 59 ASD and 30 controls once in the primary comparison; retain 89 mothers as n_other and label the SRA files as pooled.",v1.1-rc1,release_candidate,included,verified,,,,,article_cohort_represented_by_pooled_raw_data,verified,178,59,30,89,not_curated,,,,,not_participant_resolved,,,,,,,,,,1,2,pooled,no,article_only,no,no,no,stool,stool,16S,,,SCR00116,pooled_raw_release,within_accession_pooled_participants,yes,yes,59,30,89,article_59_asd_30_control_plus_89_mothers,confirmed_article_cohort_raw_data_pooled,RC015,"The article reports 59 ASD children, 30 controls, and all 89 mothers. ENA exposes one pooled BioSample and two runs; the article also links the NODE accession OEP000294. The cohort count is therefore article-level and the public SRA structure is not participant-resolved."
SCR00118,BioProject,PRJNA516054,Whole metagenomic analysis of the enteric microbiota in children with autism spectrum disorder: the search for marker genes compositions,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA516054,,,,,,,no,Russia,case_control,78,55,23,,stool,,multi_assay,,,Illumina HiSeq 2500; Illumina HiSeq 4000; Illumina NovaSeq 6000; Illumina MiSeq,paired,no,,no,,yes,yes,standard,"BioProject PRJNA516054 has no direct PubMed linkage and appears to aggregate three Moscow, Russia stool/feces series from the same ASD microbiome program. Public ENA sample records expose 78 unique fecal biosamples from Russia: Moscow and support an accession-level split of 55 ASD samples (AC_1-AC_55) and 23 control samples (HC_1-HC_23). Public SRA exposes 98 paired-end runs because 20 DA-series biosamples were sequenced both as whole metagenome on Illumina HiSeq 2500 and as 16S amplicons on Illumina MiSeq, while additional whole-metagenome subsets were generated on Illumina HiSeq 4000 and NovaSeq 6000. BioProject title, grant framing, and intended data type explicitly describe whole metagenomic analysis, so assay_type_normalized was retained as metagenome while sequencing_platform remains multi-platform. No single accession-wide primary article or PubMed link was identified; this row is therefore treated as a reviewed aggregated repository record rather than a paper-verified single-study row. | Count 78 ASD/control biosamples once; do not infer a single primary paper for this aggregated repository record.",v1.1-rc1,release_candidate,included,not_linked,,,,,primary_asd_control_groups_only,not_applicable,,,,,not_curated,,,,,verified_group_counts,78,55,23,,,,,,,78,98,multi_assay_participant_resolved,yes,biosample,yes,no,yes,stool,stool,16S; shotgun_metagenome,,,SCR00118,aggregated_repository_record,within_accession_multi_assay_repeats,yes,yes,55,23,78,unique_biosamples_not_runs,confirmed_from_repository_biosample_metadata,RC005,"PRJNA516054 exposes 78 unique fecal biosamples (55 ASD, 23 control) but 98 runs because 20 biosamples were sequenced using both whole metagenome and 16S workflows."
SCR00119,BioProject,PRJNA518756,"Potential Associations Among Alteration of Salivary miRNAs, Saliva Microbiome Structure, and Cognitive Impairments in Autistic Children",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA518756,PRJNA518760,Ragusa et al. 2020,"Potential Associations Among Alteration of Salivary miRNAs, Saliva Microbiome Structure, and Cognitive Impairments in Autistic Children",10.3390/ijms21176203,32867322,PMC7504581,yes,Italy,case_control,80,53,27,,oral,,16S,,,Illumina MiSeq,,no,,no,,yes,yes,standard,"The primary IJMS article reports combined salivary miRNA and saliva microbiome profiling in 53 ASD and 27 neurologically unaffected control children from Catania, Italy. BioProject PRJNA518756 embeds the exact article DOI and title, and repository metadata confirm human saliva metagenome amplicon sequencing on Illumina MiSeq. However, the currently exposed public SRA/ENA records include only 27 control saliva runs (H1-Sal to H40-Sal subset) rather than the full 80-subject case-control cohort described in the paper. For this reason, n_asd and n_control were extracted from the primary article, while country, oral body site, assay type, and sequencing platform were confirmed from repository pages. | PRJNA518760 was incorrectly treated as a duplicate during screening; it is a complementary case deposit and must be linked for download.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,80,53,27,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,oral_sample,oral,16S,,,SCR00119,split_companion_accessions,complementary_case_control_deposits,yes,yes,53,27,80,combined_companion_accessions_53_asd_27_control,confirmed_from_repository_biosample_metadata,RC001,"PRJNA518756 contains 27 H-series control saliva BioSamples, while companion PRJNA518760 contains 53 A-series ASD saliva BioSamples. Together they reproduce the article cohort of 53 ASD and 27 controls."
SCR00122,BioProject,PRJNA529598,Microbiota Transfer Therapy alters gut ecosystem and improves gastrointestinal and autism symptoms: an open-label study,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA529598,,Kang et al. 2017,Microbiota Transfer Therapy alters gut ecosystem and improves gastrointestinal and autism symptoms: an open-label study,10.1186/s40168-016-0225-7,28122648,PMC5264285,yes,United States,intervention,38,18,20,,stool,stool,16S,16S rRNA amplicon sequencing,,Illumina MiSeq,,yes,microbiota transfer therapy,yes,baseline; 18 weeks; ~2-year follow-up,yes,yes,standard,"BioProject PRJNA529598 directly links to the initial Microbiota Transfer Therapy article (Kang et al. 2017) and describes the accession as containing the original 18-week ASD treatment study plus a follow-up sampling event approximately two years after fecal microbiota transfer. The primary article reports an open-label intervention cohort of 18 children with ASD and moderate-to-severe gastrointestinal symptoms, and explicitly states that 20 age- and gender-matched neurotypical children without GI disorders were recruited as controls for microbiome comparison. Public SRA RunInfo for this accession shows 484 AMPLICON paired-end runs on Illumina MiSeq, reflecting repeated longitudinal stool sampling rather than participant counts. Therefore n_asd and n_control were extracted from the primary article, while stool body site, 16S assay type, and Illumina MiSeq platform were confirmed from repository metadata. | The release n_total=38 is the primary child comparison, not the number of all human hosts represented in the accession.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,38,18,20,,15,,7,,60,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00122,primary,same_cohort_resequenced_by_shotgun,yes,yes,18,20,38,primary_asd_control_children_only,confirmed_from_article_and_biosample_metadata,RC002,"PRJNA529598 BioSample metadata resolve 18 autism and 20 neurotypical child subject IDs with repeated longitudinal samples. The accession also exposes 15 neurotypical mothers and seven donors, which are outside the ASD/control contribution counted here."
SCR00124,BioProject,PRJNA533120,16S rRNA MiSeq resequencing of two Arizona ASD/NT cohorts,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA533120,SRP192904; PRJNA168470,Kang et al. 2013; Kang et al. 2018,Resequencing release combining the Kang 2013 and fecal-metabolite cohorts,,,,yes,United States,case_control,82,41,41,,stool,,16S,AMPLICON,,Illumina MiSeq,PAIRED,no,,no,,yes,yes,accepted_exception_overlapping_resequencing,Public BioSample host_phenotype gives 41 ASD and 41 NT records. The 39 P-series records reproduce SCR00100 (19 ASD/20 NT); the 43 B-series records are a distinct public cohort (22 ASD/21 NT). | Count only the B-series contribution; retain all 82 records for download.,v1.1-rc1,release_candidate,included_partial_overlap,verified,,,,,public_repository_participant_records,multiple_publications_not_combined,,,,,not_curated,,,,,verified_group_counts,82,41,41,,,,,,,82,82,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00124,overlapping_resequencing_release,contains_scr00100_p_series_plus_distinct_b_series,yes,partial,22,21,43,ena_82_biosamples_41_asd_41_nt_minus_scr00100_p_series,confirmed_overlapping_resequencing_components,RC003,ENA SRP192904 exposes 82 unique paired MiSeq BioSamples. Official host_phenotype attributes classify 41 ASD and 41 NT. P-series aliases exactly reproduce the 19/20 SCR00100 cohort; B-series aliases contain 22 ASD and 21 NT records and add 43 public participants.
SCR00126,BioProject,PRJNA559058,The oral microbiome of ASD mother-child pairs and healthy mother-child pairs,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA559058,,,,,,,no,China,case_control,166,57,26,83,oral,oral swab,metagenome,oral metagenome,,,,no,,no,,yes,no,standard,"BioProject PRJNA559058 has no direct PubMed linkage, no linked publication on the BioProject page, and exact-title plus accession searches in PubMed return no records, so publication fields were left blank to avoid speculative linkage. Repository metadata are still sufficient for the cohort fields: the BioProject XML states that 57 ASD children (ASD_C) and their mothers (ASD_M), together with 26 matched healthy children (H_C) and their mothers (H_M), were recruited in Shandong, China, yielding 57 ASD children, 26 controls, 83 mothers in another group, and 166 total oral samples. Public BioSample linkouts for this accession return 166 records and confirm oral metagenome/oral swab metadata with geographic location China:JiNan. In contrast, the public BioProject-to-SRA linkout currently returns 0 results, so sequencing_platform and library_layout were left blank and raw_data_public was set to no because public sequence runs are not exposed on NCBI. assay_type_normalized was set to metagenome strictly from the BioSample package and organism annotations, not from an inferred publication. | No public sequence runs are currently linked; retain as a repository-metadata record, not a downloadable raw-data record.",v1.1-rc1,release_candidate,metadata_only,not_linked,,,,,primary_asd_control_groups_only,not_applicable,,,,,not_curated,,,,,metadata_only,,,,,,,,,,,,metadata_only,no,biosample_metadata_only,no,no,no,oral_sample,oral,metagenome,,,SCR00126,repository_metadata_only,mother_child_pairs_within_accession,yes,yes,57,26,83,asd_control_children_only,confirmed_from_repository_biosample_metadata,RC004,"The 166 BioSamples represent 57 ASD children, 26 control children, and their 83 mothers. Only the 83 ASD/control children contribute to the primary comparison count used here."
SCR00130,BioProject,PRJNA578223,human gut metagenome Metagenome,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA578223,,Zou et al. 2020,Changes in the Gut Microbiota of Children with Autism Spectrum Disorder,10.1002/aur.2358,32830918,,yes,China,case_control,96,48,48,,stool,fecal microbiota,16S,16S rRNA gene sequencing,,Illumina MiSeq,,no,,no,,yes,yes,standard,"BioProject PRJNA578223 and the linked Autism Research article describe a case-control cohort of 48 children with ASD and 48 healthy children in China, analyzed by bacterial 16S rRNA gene sequencing of fecal microbiota. Public SRA run XML confirms 96 paired-end Illumina MiSeq amplicon runs and labels the experiment design simply as 16S. However, the repository exposes only one public BioSample record (SAMN13053192, China:Shanghai) despite 96 total runs, so participant counts were extracted from the article and BioProject description rather than inferred from BioSample count. Country was assigned from the article affiliations and the available repository geo_loc_name, both pointing to China. PMCID was left blank because PubMed does not list one for this article. | Use run aliases, not BioSample count, for participant-level website navigation.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,96,48,48,,,,,,,1,96,shared_biosample_run_resolved,yes,run_alias,yes,no,no,stool,stool,16S,,,SCR00130,participant_runs_shared_biosample,within_accession_shared_biosample_card,yes,yes,48,48,96,96_unique_run_aliases_48_case_48_control,confirmed_participant_resolved_run_aliases,RC017,"Although all records share one generic BioSample accession, ENA exposes 96 unique experiments and run aliases with exactly 48 case and 48 control identifiers, matching the paper cohort."
SCR00132,BioProject,PRJNA589343,The gut microbiota changes in Chinese children with autism spectrum disorders,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA589343,SRP229792,Ding et al. 2020,Gut microbiota changes in patients with autism spectrum disorders,10.1016/j.jpsychires.2020.06.032,32912596,,yes,China,case_control,127,77,50,,stool,fecal,16S,16S V4 rRNA,V4,Illumina HiSeq 4000,,no,,no,,yes,yes,standard,"BioProject PRJNA589343 embeds the exact PubMed-linked article by Ding et al. 2020 and public repository metadata cleanly match the cohort size. PubMed reports 77 children with ASD and 50 age-matched healthy children, and ENA/SRA sample metadata expose 127 fecal biosamples with aliases ASD1-ASD77 and HCs1-HCs50. Representative run XML shows the experiment design description as 16S V4 rRNA on Illumina HiSeq 4000, while SRA RunInfo labels library_strategy as Targeted-Capture; assay_type_normalized was therefore set to 16S based on the more specific experiment design and sample context. Country was taken from the article affiliations and study title/description indicating Chinese children with ASD. PMCID was left blank because PubMed does not list one for this article. | Classify the biological assay as V4 16S amplicon; ENA's library_strategy=Targeted-Capture is an archive metadata inconsistency.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,verified,127,77,50,,not_curated,,,,,verified_group_counts,127,77,50,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,Targeted-Capture,ENA library_strategy conflicts with article 16S amplicon method,SCR00132,primary,no_overlap_detected_after_biosample_audit,yes,yes,77,50,127,article_and_ena_77_asd_50_control,confirmed_from_article_and_complete_repository,RC031,The article and ENA aliases concordantly identify 77 ASD and 50 healthy controls across 127 participant-resolved HiSeq records.
SCR00135,BioProject,PRJNA599249,Gut microbiota of ASD children,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA599249,,Wang et al. 2020,Probiotics and fructo-oligosaccharide intervention modulate the microbiota-gut brain axis to improve autism spectrum reducing also the hyper-serotonergic state and the dopamine metabolism disorder,10.1016/j.phrs.2020.104784,32305492,,yes,China,intervention,50,26,24,,stool,stool,16S,16S rRNA sequencing,,Illumina HiSeq 2500,,yes,probiotics plus fructo-oligosaccharide vs placebo,yes,discovery stage; intervention stage,yes,yes,standard,"BioProject PRJNA599249 and the matched Pharmacol Res. article describe a two-stage cohort with 26 children with ASD and 24 normal children at discovery, followed by an intervention stage in the same 26 ASD children randomized to probiotics plus FOS (n=16) or placebo (n=10). The PubMed abstract explicitly states that gut microbiota profiles were measured using 16S rRNA sequencing. Representative SRA run XML confirms Human stool samples, AMPLICON library strategy, and Illumina HiSeq 2500. Public repository metadata expose 104 stool amplicon runs and samples because repeated intervention-associated uploads are present; n_asd and n_control were therefore extracted from the primary article at participant level rather than from raw run count.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,50,26,24,,,,,,,,,participant_resolved,yes,biosample,yes,yes,no,stool,stool,16S,,,SCR00135,primary,no_overlap_detected,yes,yes,26,24,50,discovery_participants_not_intervention_repeats,verified_participant_level_longitudinal_count,,The discovery cohort has 26 ASD and 24 controls. The intervention stage reuses the same 26 ASD children and therefore adds no people.
SCR00140,BioProject,PRJNA624252,16S rRNA gene sequence of autism spectrum disorder children,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA624252,,Zhao et al. 2019,Correlation between gut microbiota and behavior symptoms in children with autism spectrum disorder,10.7499/j.issn.1008-8830.2019.07.009,31315765,PMC7389106,yes,China,case_control,50,30,20,,stool,fecal samples,16S,16S rRNA gene sequence,V3-V4,Illumina MiSeq,,no,,no,,yes,yes,standard,"Primary article and PubMed directly confirm Zhao et al. 2019 (doi 10.7499/j.issn.1008-8830.2019.07.009; PMID 31315765; PMCID PMC7389106) for PRJNA624252. The article reports 30 ASD and 20 typically developing children from the Fifth Affiliated Hospital of Zhengzhou University, China, profiled from fecal samples by V3-V4 16S sequencing. BioProject overview is concordant at 50 experiments and 50 BioSamples, but currently visible run-level metadata expose only 49 unique biosample identifiers because ASD-25/SAMN14572492 appears duplicated and a distinct ASD-26 sample is not separately visible; participant counts were therefore anchored to the linked article and BioProject overview rather than the incomplete visible run list. | Count 49 participant-resolved public BioSamples in the current public-data subtotal; retain 30/20 as the paper-level cohort.",v1.1-rc1,release_candidate,included_partial_public,verified,,,,,primary_asd_control_groups_only,verified,50,30,20,,not_curated,,,,,verified_group_counts,49,29,20,,,,,,,49,,partial_public_subset,partial,biosample_or_run_alias,no,no,no,stool,stool,16S,,,SCR00140,primary_public_subset,article_cohort_public_subset,yes,partial,29,20,49,public_unique_biosamples_29_asd_20_control,confirmed_public_subset_from_repository_aliases,RC012,The article and BioProject overview report 30 ASD and 20 controls. Current ENA run metadata expose 49 unique BioSamples: 29 ASD aliases and 20 NT aliases. ASD-25 has two runs and ASD-26 is not separately visible.
