"screening_id","source_db","query_id","accession","title","url","search_date","decision","exclusion_reason","notes","screened_by","screening_round"
"SCR00106","bioproject","BP_Q1","PRJNA746736","16S rRNA gene sequence analysis of mice","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA746736","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00107","bioproject","BP_Q1","PRJNA746094","Multi-omics signature of Autism Spectral Disorder reveals novel microbial macromolecules","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA746094","2026-04-02","include","","Multi-omics gut microbiota in ASD patients; altered microbial community vs controls","screening_agent","1"
"SCR00108","bioproject","BP_Q1","PRJNA744027","China ASD Children gut microbiota 16S sequencing","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA744027","2026-04-02","include","","Washed microbiota transplantation + 16S in Chinese ASD children","screening_agent","1"
"SCR00109","bioproject","BP_Q1","PRJNA739812","mouse gut metagenome Metagenome","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA739812","2026-04-02","exclude","non_human","Organism=mouse gut metagenome; animal model study","screening_agent","1"
"SCR00110","bioproject","BP_Q1","PRJNA724745","16SrRNA from gut-microbiota of a mouse orally exposed to p-Cresol through drinkwater Targeted loci","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA724745","2026-04-02","exclude","non_human","Organism=mouse gut metagenome; animal model study","screening_agent","1"
"SCR00111","bioproject","BP_Q1","PRJNA715668","human gut metagenome Targeted Locus (Loci)","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA715668","2026-04-02","include","","Human gut microbiota of fathers of autism children; targeted locus sequencing","screening_agent","1"
"SCR00112","bioproject","BP_Q1","PRJNA713927","Altered gut microbiome and autism-like behavior are associated with parental high salt diet in male mice","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA713927","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00113","bioproject","BP_Q1","PRJNA708345","Autism-Associated Variant in the SLC6A3 Gene Alters the Oral Microbiome and Metabolism in a Murine Model","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA708345","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00114","bioproject","BP_Q1","PRJNA701402","Children with Attention-Deficit Hyperactivity Disorder or Autism spectrum disorder have distinct and shared microbiota compositions","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA701402","2026-04-02","include","","","screening_agent","1"
"SCR00115","bioproject","BP_Q1","PRJEB42687","ASD Colorado Longitudinal","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB42687","2026-04-02","include","","","screening_agent","1"
"SCR00116","bioproject","BP_Q1","PRJNA691555","Tongue microbiome associated with autism","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA691555","2026-04-02","include","","","screening_agent","1"
"SCR00117","bioproject","BP_Q1","PRJNA687773","Fecal microbiome of children with autism spectrum disorder, their mothers, and healthy children","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA687773","2026-04-02","include","","","screening_agent","1"
"SCR00118","bioproject","BP_Q1","PRJNA686821","Shotgun metagenomics data from human stool microorganism Raw sequence reads","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA686821","2026-04-02","include","","","screening_agent","1"
"SCR00119","bioproject","BP_Q1","PRJNA675093","Fecal microbiome of children with autism spectrum disorder following probiotic and oxytocin supplementation","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA675093","2026-04-02","include","","Combined probiotic and oxytocin supplementation in ASD; fecal microbiome analysis","screening_agent","1"
"SCR00120","bioproject","BP_Q1","PRJEB39681","Gut microbiome of virally-infected C57BL/6 mice","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB39681","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00121","bioproject","BP_Q1","PRJNA649347","feces metagenome Raw sequence reads","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA649347","2026-04-02","exclude","non_human","Feces of ASD rats induced by VPA; rat model study","screening_agent","1"
"SCR00122","bioproject","BP_Q1","PRJNA644763","Study on the gut microbiota in autism children and their mothers Targeted loci","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA644763","2026-04-02","exclude","no_control_group","No mention of control/comparison group in description","screening_agent","1"
"SCR00123","bioproject","BP_Q1","PRJNA644730","human gut metagenome Raw sequence reads","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA644730","2026-04-02","include","","","screening_agent","1"
"SCR00124","bioproject","BP_Q1","PRJNA642975","16s rRNA amplicon sequencing of fecal samples from Chinese children with autism spectrum disorder","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA642975","2026-04-02","include","","16S rRNA amplicon sequencing of fecal samples from Chinese ASD children","screening_agent","1"
"SCR00125","bioproject","BP_Q1","PRJNA624252","16S rRNA gene sequence of  autism spectrum disorder children","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA624252","2026-04-02","include","","16S rRNA gene sequence of ASD children; microbiome study","screening_agent","1"
"SCR00126","bioproject","BP_Q1","PRJNA615774","gut microbiota in children with autism spectrum disorder accompanied with sleep disorder","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA615774","2026-04-02","include","","Gut microbiota in ASD children with sleep disorder; investigates microbiota alterations","screening_agent","1"
"SCR00127","bioproject","BP_Q1","PRJNA606860","ASD rat feces Raw sequence reads","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA606860","2026-04-02","exclude","non_human","ASD rat feces; rat model study","screening_agent","1"
"SCR00128","bioproject","BP_Q1","PRJEB26424","Chemotherapeutic remodeling of the gut microbiome","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB26424","2026-04-02","exclude","no_control_group","No mention of control/comparison group in description","screening_agent","1"
"SCR00129","bioproject","BP_Q1","PRJNA599249","Gut microbiota of ASD children","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA599249","2026-04-02","include","","Probiotics + fructo-oligosaccharide intervention modulating gut microbiome in ASD children","screening_agent","1"
"SCR00130","bioproject","BP_Q1","PRJNA597790","human gut metagenome ITS","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA597790","2026-04-02","include","","Round 2: Confirmed ASD vs healthy via Zou 2021 (PMID 32447559); ITS/16S; gut","screening_agent","2"
"SCR00131","bioproject","BP_Q1","PRJEB34807","Gut microbiota dysbiosis in Neurodevelopmental disorders","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34807","2026-04-02","exclude","not_asd","Neurodevelopmental disorders study without specific ASD focus; title mentions NDD broadly","screening_agent","1"
"SCR00132","bioproject","BP_Q1","PRJNA592843","Therapeutic effects of the in vitro cultured human gut microbiota as transplants on altering gut microbiota and improving symptoms associated with autism spectrum disorder","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA592843","2026-04-02","include","","Therapeutic effects of cultured gut microbiota transplants on ASD symptoms","screening_agent","1"
"SCR00133","bioproject","BP_Q1","PRJNA589343","The gut microbiota changes in Chinese children with autism spectrum disorders","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA589343","2026-04-02","include","","Largest gut microbiota study in Chinese ASD children; evidence for microbiota-ASD relationship","screening_agent","1"
"SCR00134","bioproject","BP_Q1","PRJNA587441","16S rRNA gene sequence of  autism spectrum disorder mice","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA587441","2026-04-02","exclude","non_human","ASD mice BTBR and VPA models; mouse study","screening_agent","1"
"SCR00135","bioproject","BP_Q1","PRJNA578223","human gut metagenome Metagenome","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA578223","2026-04-02","include","","","screening_agent","1"
"SCR00136","bioproject","BP_Q1","PRJNA575041","Bacterial communities in ASD soil mesocosms","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA575041","2026-04-02","exclude","not_asd","Anaerobic soil disinfestation study, not autism","screening_agent","1"
"SCR00137","bioproject","BP_Q1","PRJNA565477","Exon sequencing of Autism Spectrum Disorder children with constipation","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA565477","2026-04-02","exclude","not_microbiome_sequencing","Exon sequencing study of ASD children with constipation; host genomics not microbiome","screening_agent","1"
"SCR00138","bioproject","BP_Q1","PRJNA561262","TEMPORAL DYNAMICS OF THE SOIL METABOLOME AND MICROBIOME DURING SIMULATED ANAEROBIC SOIL DISINFESTATION","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA561262","2026-04-02","exclude","not_asd","Anaerobic soil disinfestation study, not autism","screening_agent","1"
"SCR00139","bioproject","BP_Q1","PRJNA559058","The oral microbiome of ASD mother-child pairs and healthy mother-child pairs","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA559058","2026-04-02","include","","","screening_agent","1"
"SCR00140","bioproject","BP_Q1","PRJEB27306","Analysis of the intestinal and oropharyngeal microbiome, nutritional and immunological profile of children with Autism Spectrum Disorder (ASD) compared with children without","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB27306","2026-04-02","include","","Round 2: Case-control design confirmed; intestinal + oropharyngeal; 16S; Ecuador","screening_agent","2"
"SCR00141","bioproject","BP_Q1","PRJNA533120","16S rRNA sequencing from ASD and TD individuals, Apr 09 '19 (resequencing) Targeted loci environmental","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA533120","2026-04-02","include","","","screening_agent","1"
"SCR00142","bioproject","BP_Q1","PRJNA530620","Autistic Symptoms and Gut Microbiota between Two Subgroups of ASD Children Based on γδT cells- derived IFN-γ levels","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA530620","2026-04-02","include","","","screening_agent","1"
"SCR00143","bioproject","BP_Q1","PRJEB31117","Human Gut Microbiota from Autism Spectrum Disorder Promote Behavioral Symptoms in Mice","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB31117","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00144","bioproject","BP_Q1","PRJNA529463","Microbiome analysis of probiotic treatment in MIA ferrets","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA529463","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00145","bioproject","BP_Q1","PRJNA518760","microbial diversity  in the saliva of ASD children- part II","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA518760","2026-04-02","exclude","no_control_group","No mention of control/comparison group in description","screening_agent","1"
"SCR00146","bioproject","BP_Q1","PRJNA518756","Potential Associations Among Alteration of Salivary miRNAs, Saliva Microbiome Structure, and Cognitive Impairments in Autistic Children","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA518756","2026-04-02","exclude","no_control_group","No mention of control/comparison group in description","screening_agent","1"
"SCR00147","bioproject","BP_Q1","PRJNA516054","Whole metagenomic analysis of the enteric microbiota in children with autism spectrum disorder: the search for marker genes compositions","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA516054","2026-04-02","include","","","screening_agent","1"
"SCR00148","bioproject","BP_Q1","PRJEB28847","The ketogenic diet influences taxonomic and functional composition of the gut microbiota in children with severe epilepsy","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB28847","2026-04-02","exclude","not_asd","Ketogenic diet for severe epilepsy; autism mentioned tangentially","screening_agent","1"
"SCR00149","bioproject","BP_Q1","PRJDB6834","ASD project","https://www.ncbi.nlm.nih.gov/bioproject/PRJDB6834","2026-04-02","exclude","not_asd","Anaerobic soil disinfestation study, not autism","screening_agent","1"
"SCR00150","bioproject","BP_Q1","PRJEB29421","Gut Microbiota Features in Young Children with Autism Spectrum Disorders","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB29421","2026-04-02","exclude","no_control_group","No mention of control/comparison group in description","screening_agent","1"
"SCR00151","bioproject","BP_Q1","PRJNA453894","Bacteria Raw sequence reads","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA453894","2026-04-02","include","","Gut microbiome profiles of mothers and ASD children; organism='Bacteria' but is human stool microbiome","screening_agent","1"
"SCR00152","bioproject","BP_Q1","PRJNA453840","Metagenomic sequencing and 16S rRNA sequence of gut microbiota associated with autism spectrum disorders patients","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA453840","2026-04-02","exclude","no_control_group","No mention of control/comparison group in description","screening_agent","1"
"SCR00153","bioproject","BP_Q1","PRJNA453621","Gut microbiota analysis associated with autism spectrum disorders [16S rRNA]","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA453621","2026-04-02","include","","","screening_agent","1"
"SCR00154","bioproject","BP_Q1","PRJNA451479","Metagenomic sequencing of gut microbiota associated with autism spectrum disorders patients","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA451479","2026-04-02","include","","","screening_agent","1"
"SCR00155","bioproject","BP_Q1","PRJEB24653","Maternal exposure of glyphosate-based herbicide affects the gut microbiome of Sprague-Dawley rats","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB24653","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00156","bioproject","BP_Q1","PRJNA436440","Metagenome Analysis of Human Gut Microbiome and its Prospective Influence in Autism","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA436440","2026-04-02","include","","Round 2: Confirmed 30 ASD vs 24 controls via Pulikkan 2018 (PMID 29564487); 16S; gut","screening_agent","2"
"SCR00157","bioproject","BP_Q1","PRJNA432094","Gut Microbiota from Human Autism Spectrum Disorder Induces Behavioral Deficits in Mice","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA432094","2026-04-02","exclude","non_human","Organism=Mus musculus; animal model study","screening_agent","1"
"SCR00158","bioproject","BP_Q1","PRJNA431279","Mouse colon contents, colonized with human fecal samples (TD or ASD) Raw sequence reads","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA431279","2026-04-02","exclude","non_human","Organism=mouse gut metagenome; animal model study","screening_agent","1"
"SCR00159","bioproject","BP_Q1","PRJEB23052","gut metagenome of ASD","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB23052","2026-04-02","include","","","screening_agent","1"
"SCR00160","bioproject","BP_Q1","PRJEB14629","Clinically-relevant gut microbial dysbiosis and hyperserotonemia in two mouse models of autism","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB14629","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00161","bioproject","BP_Q1","PRJEB15418","Characterization of the gut microbiota associated with ASDs through high-throughput sequencing of the V3V5 region of 16S bacterial rRNA and of the ITS1 region of the fungal rRNA","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB15418","2026-04-02","exclude","no_control_group","No mention of control/comparison group in description","screening_agent","1"
"SCR00162","bioproject","BP_Q1","PRJEB15420","ASD gut mycobiota","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB15420","2026-04-02","exclude","not_microbiome_sequencing","No evidence of microbiome sequencing in title or description","screening_agent","1"
"SCR00163","bioproject","BP_Q1","PRJNA362687","Oral microbial changes in ASD children","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA362687","2026-04-02","exclude","no_control_group","No mention of control/comparison group in description","screening_agent","1"
"SCR00164","bioproject","BP_Q1","PRJNA362482","gut metagenome Metagenome","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA362482","2026-04-02","exclude","not_asd","Refractory epilepsy microbiota study; autism mentioned only as general CNS disease","screening_agent","1"
"SCR00165","bioproject","BP_Q1","PRJNA355083","Gut microbiota signature in RETT syndrome","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA355083","2026-04-02","exclude","no_control_group","No mention of control/comparison group in description","screening_agent","1"
"SCR00166","bioproject","BP_Q1","PRJEB13363","Effect of anaerobic soil disinfestation on soilborne phytopathogenic agents and bacterial community under walnut tree-crop nursery conditions","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB13363","2026-04-02","exclude","not_asd","Anaerobic soil disinfestation study, not autism","screening_agent","1"
"SCR00167","bioproject","BP_Q1","PRJNA327785","feces metagenome Targeted Locus (Loci)","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA327785","2026-04-02","include","","Bacteria related to vitamin A in children with ASD; feces metagenome","screening_agent","1"
"SCR00168","bioproject","BP_Q1","PRJEB11419","American Gut Project","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB11419","2026-04-02","include","","American Gut Project; large citizen-science cohort includes ASD self-reported metadata with non-ASD controls","screening_agent","1"
"SCR00169","bioproject","BP_Q1","PRJNA291739","synthetic metagenome Raw sequence reads","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA291739","2026-04-02","exclude","not_asd","Synthetic metagenome for algorithm evaluation, not autism study","screening_agent","1"
"SCR00170","bioproject","BP_Q1","PRJNA282013","Autism Gut targeted loci","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA282013","2026-04-02","include","","","screening_agent","1"
"SCR00171","bioproject","BP_Q1","PRJNA243592","Gut microbiome metabolites alter genomic networks in PC12 cells relevant to autism spectrum diorders","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA243592","2026-04-02","exclude","non_human","Organism=Rattus norvegicus; animal model study","screening_agent","1"
"SCR00172","bioproject","BP_Q1","PRJNA238362","MORE RNAseq analysis of MazF in M. tuberculosis","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA238362","2026-04-02","exclude","not_asd","E. coli toxin-antitoxin system study, not autism-related","screening_agent","1"
"SCR00173","bioproject","BP_Q1","PRJNA168470","Human Intestinal Microbial Ecology and its Relationship to Autism","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA168470","2026-04-02","include","","Human intestinal microbial ecology and its relationship to autism; classic ASD microbiome study","screening_agent","1"
"SCR00174","bioproject","BP_Q2","PRJNA1434312","mouse gut metagenome Metagenome","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1434312","2026-04-02","exclude","non_human","Probiotic intervention on autistic mice; mouse model study","screening_agent","1"
"SCR00175","bioproject","BP_Q2","PRJNA1131930","16S rRNA sequencing","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1131930","2026-04-02","exclude","non_human","16S rRNA sequencing of gut microbiota in autistic rats with DCHD treatment; rat model","screening_agent","1"
"SCR00176","bioproject","BP_Q2","PRJNA895487","Multi-omic gut microbiomes of autistic children and their typically developing siblings","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA895487","2026-04-02","include","","","screening_agent","1"
"SCR00177","bioproject","BP_Q3","PRJNA1397483","novel genes methylation pattern as biomarkers in ASD individuals' etiology","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1397483","2026-04-02","exclude","not_microbiome_sequencing","Whole-genome bisulfite sequencing of buccal swab DNA for methylation; host epigenomics","screening_agent","1"
"SCR00178","bioproject","BP_Q3","PRJNA1121631","Lactobacillus intervention facilitates gut barrier function, decreases corticosterone and ameliorates social behavior in LPS-exposed offspring.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1121631","2026-04-02","exclude","non_human","Lactobacillus intervention in LPS-exposed rat offspring; rat autism model","screening_agent","1"
"SCR00179","bioproject","BP_Q3","PRJNA901018","Single-cell transcriptomic analysis of peripheral blood mononuclear cells (PBMCs) from autism patients before and after metabolic stimulation with long-term L-serine treatment","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA901018","2026-04-02","exclude","not_microbiome_sequencing","Single-cell transcriptomics of PBMCs from autism patients; not microbiome sequencing","screening_agent","1"
"SCR00180","bioproject","BP_Q3","PRJEB55708","EMG produced TPA metagenomics assembly of PRJEB44042 data set (Kefir ameliorates specific microbiota-gut-brain axis impairments in a mouse model relevant to autism spectrum disorder).","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB55708","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00181","bioproject","BP_Q3","PRJNA832607","Retinoic acid supplementation rescues the social deficits in Fmr1 knockout mice","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA832607","2026-04-02","exclude","non_human","Retinoic acid in Fmr1 knockout mice; mouse ASD model","screening_agent","1"
"SCR00182","bioproject","BP_Q3","PRJNA816833","Integrative genomics reveals pathogenic mediator of valproate-induced neurodevelopmental outcomes.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA816833","2026-04-02","exclude","not_microbiome_sequencing","Integrative genomics of valproate-induced neurodevelopmental outcomes in rats; host transcriptomics","screening_agent","1"
"SCR00183","bioproject","BP_Q3","PRJNA811189","A common epigenetic mechanism across different cellular origins underlies systemic immune dysregulation in an idiopathic autism mouse model","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA811189","2026-04-02","exclude","non_human","Organism=Mus musculus; animal model study","screening_agent","1"
"SCR00184","ena","ENA_Q1","PRJEB108563","Autism Spectrum Disorder -UCLA","https://www.ebi.ac.uk/ena/browser/view/PRJEB108563","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB108563 first seen in bioproject (screening_id=SCR00003)","screening_agent","1"
"SCR00185","ena","ENA_Q1","PRJEB42687","ASD Colorado Longitudinal","https://www.ebi.ac.uk/ena/browser/view/PRJEB42687","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB42687 first seen in bioproject (screening_id=SCR00115)","screening_agent","1"
"SCR00186","ena","ENA_Q1","PRJEB62437","Autism cohort","https://www.ebi.ac.uk/ena/browser/view/PRJEB62437","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB62437 first seen in bioproject (screening_id=SCR00068)","screening_agent","1"
"SCR00187","ena","ENA_Q1","PRJEB31117","Human Gut Microbiota from Autism Spectrum Disorder Promote Behavioral Symptoms in Mice","https://www.ebi.ac.uk/ena/browser/view/PRJEB31117","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB31117 first seen in bioproject (screening_id=SCR00143)","screening_agent","1"
"SCR00188","ena","ENA_Q1","PRJEB14629","Clinically-relevant gut microbial dysbiosis and hyperserotonemia in two mouse models of autism","https://www.ebi.ac.uk/ena/browser/view/PRJEB14629","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB14629 first seen in bioproject (screening_id=SCR00160)","screening_agent","1"
"SCR00189","ena","ENA_Q1","PRJEB60702","L. reuteri RCT for children with ASD","https://www.ebi.ac.uk/ena/browser/view/PRJEB60702","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB60702 first seen in bioproject (screening_id=SCR00056)","screening_agent","1"
"SCR00190","ena","ENA_Q1","PRJEB78344","Efficacy and safety of BF839 for pediatric ASD","https://www.ebi.ac.uk/ena/browser/view/PRJEB78344","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB78344 first seen in bioproject (screening_id=SCR00019)","screening_agent","1"
"SCR00191","ena","ENA_Q1","PRJEB34807","Gut microbiota dysbiosis in Neurodevelopmental disorders","https://www.ebi.ac.uk/ena/browser/view/PRJEB34807","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB34807 first seen in bioproject (screening_id=SCR00131)","screening_agent","1"
"SCR00192","ena","ENA_Q1","PRJEB29421","Gut Microbiota Features in Young Children with Autism Spectrum Disorders","https://www.ebi.ac.uk/ena/browser/view/PRJEB29421","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB29421 first seen in bioproject (screening_id=SCR00150)","screening_agent","1"
"SCR00193","ena","ENA_Q1","PRJEB23052","gut metagenome of ASD","https://www.ebi.ac.uk/ena/browser/view/PRJEB23052","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB23052 first seen in bioproject (screening_id=SCR00159)","screening_agent","1"
"SCR00194","ena","ENA_Q1","PRJEB27306","Analysis of the intestinal and oropharyngeal microbiome, nutritional and immunological profile of children with Autism Spectrum Disorder (ASD) compared with children without","https://www.ebi.ac.uk/ena/browser/view/PRJEB27306","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB27306 first seen in bioproject (screening_id=SCR00140)","screening_agent","1"
"SCR00195","ena","ENA_Q1","PRJEB15418","Characterization of the gut microbiota associated with ASDs through high-throughput sequencing of the V3V5 region of 16S bacterial rRNA and of the ITS1 region of the fungal rRNA","https://www.ebi.ac.uk/ena/browser/view/PRJEB15418","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB15418 first seen in bioproject (screening_id=SCR00161)","screening_agent","1"
"SCR00196","ena","ENA_Q1","PRJEB15420","ASD gut mycobiota","https://www.ebi.ac.uk/ena/browser/view/PRJEB15420","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB15420 first seen in bioproject (screening_id=SCR00162)","screening_agent","1"
"SCR00197","ena","ENA_Q1","PRJEB45948","the fecal microflora of Korean children with ASD","https://www.ebi.ac.uk/ena/browser/view/PRJEB45948","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB45948 first seen in bioproject (screening_id=SCR00102)","screening_agent","1"
"SCR00198","ena","ENA_Q1","PRJEB57564","Environmental and genetic factors in autism spectrum disorders","https://www.ebi.ac.uk/ena/browser/view/PRJEB57564","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB57564 first seen in bioproject (screening_id=SCR00085)","screening_agent","1"
"SCR00199","ena","ENA_Q1","PRJEB58864","The microbiome of patients with social anxiety disorder is altered in comparison to healthy controls","https://www.ebi.ac.uk/ena/browser/view/PRJEB58864","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB58864 first seen in bioproject (screening_id=SCR00081)","screening_agent","1"
"SCR00200","ena","ENA_Q1","PRJEB59338","Tool for screening the risk of dysbiosis and characterizing the healthy and diseased intestinal microbiota","https://www.ebi.ac.uk/ena/browser/view/PRJEB59338","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB59338 first seen in bioproject (screening_id=SCR00065)","screening_agent","1"
"SCR00201","ena","ENA_Q1","PRJEB44042","Kefir ameliorates specific microbiota-gut-brain axis impairments in a mouse model relevant to autism spectrum disorder","https://www.ebi.ac.uk/ena/browser/view/PRJEB44042","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB44042 first seen in bioproject (screening_id=SCR00101)","screening_agent","1"
"SCR00202","ena","ENA_Q1","PRJEB55708","EMG produced TPA metagenomics assembly of PRJEB44042 data set","https://www.ebi.ac.uk/ena/browser/view/PRJEB55708","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB55708 first seen in bioproject (screening_id=SCR00180)","screening_agent","1"
"SCR00203","ena","ENA_Q1","PRJEB79246","High-throughput workflow for cultivation and functional characterization of novel gut microbiota strains with metabolic signatures associated with gut-brain communication","https://www.ebi.ac.uk/ena/browser/view/PRJEB79246","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB79246 first seen in bioproject (screening_id=SCR00038)","screening_agent","1"
"SCR00204","ena","ENA_Q1","PRJEB11419","American Gut Project","https://www.ebi.ac.uk/ena/browser/view/PRJEB11419","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB11419 first seen in bioproject (screening_id=SCR00168)","screening_agent","1"
"SCR00205","ena","ENA_Q1","PRJEB28847","The ketogenic diet influences taxonomic and functional composition of the gut microbiota in children with severe epilepsy","https://www.ebi.ac.uk/ena/browser/view/PRJEB28847","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB28847 first seen in bioproject (screening_id=SCR00148)","screening_agent","1"
"SCR00206","ena","ENA_Q1","PRJEB24653","Maternal exposure of glyphosate-based herbicide affects the gut microbiome of Sprague-Dawley rats","https://www.ebi.ac.uk/ena/browser/view/PRJEB24653","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB24653 first seen in bioproject (screening_id=SCR00155)","screening_agent","1"
"SCR00207","ena","ENA_Q1","PRJEB26424","Chemotherapeutic remodeling of the gut microbiome","https://www.ebi.ac.uk/ena/browser/view/PRJEB26424","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB26424 first seen in bioproject (screening_id=SCR00128)","screening_agent","1"
"SCR00208","ena","ENA_Q1","PRJEB39681","Gut microbiome of virally-infected C57BL/6 mice","https://www.ebi.ac.uk/ena/browser/view/PRJEB39681","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB39681 first seen in bioproject (screening_id=SCR00120)","screening_agent","1"
